cui,name
N89.3,"Dysplasie der Vagina, nicht näher bezeichnet"
N89.4,Leukoplakie der Vagina
N89.5,Striktur und Atresie der Vagina
N89.6,Fester Hymenalring
N89.7,Hämatokolpos
N89.8,Sonstige näher bezeichnete nichtentzündliche Krankheiten der Vagina
N89.9,"Nichtentzündliche Krankheit der Vagina, nicht näher bezeichnet"
N90,Sonstige nichtentzündliche Krankheiten der Vulva und des Perineums
N90.0,Niedriggradige Dysplasie der Vulva
N90.1,Mittelgradige Dysplasie der Vulva
N90.2,"Hochgradige Dysplasie der Vulva, anderenorts nicht klassifiziert"
N90.3,"Dysplasie der Vulva, nicht näher bezeichnet"
N90.4,Leukoplakie der Vulva
N90.5,Atrophie der Vulva
N90.6,Hypertrophie der Vulva
N90.7,Zyste der Vulva
N90.8,Sonstige näher bezeichnete nichtentzündliche Krankheiten der Vulva und des Perineums
N90.9,"Nichtentzündliche Krankheit der Vulva und des Perineums, nicht näher bezeichnet"
N91,"Ausgebliebene, zu schwache oder zu seltene Menstruation"
N91.0,Primäre Amenorrhoe
N91.1,Sekundäre Amenorrhoe
N91.2,"Amenorrhoe, nicht näher bezeichnet"
N91.3,Primäre Oligomenorrhoe
N91.4,Sekundäre Oligomenorrhoe
N91.5,"Oligomenorrhoe, nicht näher bezeichnet"
N92,"Zu starke, zu häufige oder unregelmäßige Menstruation"
N92.0,Zu starke oder zu häufige Menstruation bei regelmäßigem Menstruationszyklus
N92.1,Zu starke oder zu häufige Menstruation bei unregelmäßigem Menstruationszyklus
N92.2,Zu starke Menstruation im Pubertätsalter
N92.3,Ovulationsblutung
N92.4,Zu starke Blutung in der Prämenopause
N92.5,Sonstige näher bezeichnete unregelmäßige Menstruation
N92.6,"Unregelmäßige Menstruation, nicht näher bezeichnet"
N93,Sonstige abnorme Uterus- oder Vaginalblutung
N93.0,Postkoitale Blutung und Kontaktblutung
N93.8,Sonstige näher bezeichnete abnorme Uterus- oder Vaginalblutung
N93.9,"Abnorme Uterus- oder Vaginalblutung, nicht näher bezeichnet"
N94,Schmerz und andere Zustände im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus
N94.0,Mittelschmerz
N94.1,Dyspareunie
N94.2,Vaginismus
N94.3,Prämenstruelle Beschwerden
N94.4,Primäre Dysmenorrhoe
N94.5,Sekundäre Dysmenorrhoe
N94.6,"Dysmenorrhoe, nicht näher bezeichnet"
N94.8,Sonstige näher bezeichnete Zustände im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus
N94.9,Nicht näher bezeichneter Zustand im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus
N95,Klimakterische Störungen
N95.0,Postmenopausenblutung
N95.1,Zustände im Zusammenhang mit der Menopause und dem Klimakterium
N95.2,Atrophische Kolpitis in der Postmenopause
N95.3,Zustände im Zusammenhang mit artifizieller Menopause
N95.8,Sonstige näher bezeichnete klimakterische Störungen
N95.9,"Klimakterische Störung, nicht näher bezeichnet"
N96,Neigung zu habituellem Abort
N97,Sterilität der Frau
N97.0,Sterilität der Frau in Verbindung mit fehlender Ovulation
N97.1,Sterilität tubaren Ursprungs bei der Frau
N97.2,Sterilität uterinen Ursprungs bei der Frau
N97.3,Sterilität zervikalen Ursprungs bei der Frau
N97.4,Sterilität der Frau im Zusammenhang mit Faktoren des Partners
N97.8,Sterilität sonstigen Ursprungs bei der Frau
N97.9,"Sterilität der Frau, nicht näher bezeichnet"
N98,Komplikationen im Zusammenhang mit künstlicher Befruchtung
N98.0,Infektion im Zusammenhang mit artifizieller Insemination
N98.1,Hyperstimulation der Ovarien
N98.2,Komplikationen bei versuchter Einführung eines befruchteten Eies nach In-vitro-Fertilisation
N98.3,Komplikationen bei versuchter Implantation eines Embryos bei Embryotransfer
N98.8,Sonstige Komplikationen im Zusammenhang mit künstlicher Befruchtung
N98.9,"Komplikation im Zusammenhang mit künstlicher Befruchtung, nicht näher bezeichnet"
N99-N99,Sonstige Krankheiten des Urogenitalsystems
N99,"Krankheiten des Urogenitalsystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert"
N99.0,Nierenversagen nach medizinischen Maßnahmen
N99.1,Harnröhrenstriktur nach medizinischen Maßnahmen
N99.10,Harnröhrenstriktur-Rezidiv nach vorangegangener Operation einer Harnröhrenstriktur
N99.18,Harnröhrenstriktur nach sonstigen medizinischen Maßnahmen
N99.2,Postoperative Adhäsionen der Vagina
N99.3,Prolaps des Scheidenstumpfes nach Hysterektomie
N99.4,Peritoneale Adhäsionen im Becken nach medizinischen Maßnahmen
N99.5,Funktionsstörung eines äußeren Stomas des Harntraktes
N99.8,Sonstige Krankheiten des Urogenitalsystems nach medizinischen Maßnahmen
N99.9,"Krankheit des Urogenitalsystems nach medizinischen Maßnahmen, nicht näher bezeichnet"
XV,"Schwangerschaft, Geburt und Wochenbett"
O00-O08,Schwangerschaft mit abortivem Ausgang
O00,Extrauteringravidität
O00.0,Abdominalgravidität
O00.1,Tubargravidität
O00.2,Ovarialgravidität
O00.8,Sonstige Extrauteringravidität
O00.9,"Extrauteringravidität, nicht näher bezeichnet"
O01,Blasenmole
O01.0,Klassische Blasenmole
O01.1,Partielle oder inkomplette Blasenmole
O01.9,"Blasenmole, nicht näher bezeichnet"
O02,Sonstige abnorme Konzeptionsprodukte
O02.0,Abortivei und sonstige Molen
O02.1,Missed abortion [Verhaltene Fehlgeburt]
O02.8,Sonstige näher bezeichnete abnorme Konzeptionsprodukte
O02.9,"Anomales Konzeptionsprodukt, nicht näher bezeichnet"
O03,"
				"
O04,"
				"
O05,"
				"
O06,"
				"
O07,Misslungene Aborteinleitung
O07.0,"Misslungene ärztliche Aborteinleitung, kompliziert durch Infektion des Genitaltraktes und des Beckens"
O07.1,"Misslungene ärztliche Aborteinleitung, kompliziert durch Spätblutung oder verstärkte Blutung"
O07.2,"Misslungene ärztliche Aborteinleitung, kompliziert durch Embolie"
O07.3,Misslungene ärztliche Aborteinleitung mit sonstigen oder nicht näher bezeichneten Komplikationen
O07.4,Misslungene ärztliche Aborteinleitung ohne Komplikation
O07.5,"Misslungene sonstige oder nicht näher bezeichnete Aborteinleitung, kompliziert durch Infektion des Genitaltraktes und des Beckens"
O07.6,"Misslungene sonstige oder nicht näher bezeichnete Aborteinleitung, kompliziert durch Spätblutung oder verstärkte Blutung"
O07.7,"Misslungene sonstige oder nicht näher bezeichnete Aborteinleitung, kompliziert durch Embolie"
O07.8,Misslungene sonstige oder nicht näher bezeichnete Aborteinleitung mit sonstigen oder nicht näher bezeichneten Komplikationen
O07.9,Misslungene sonstige oder nicht näher bezeichnete Aborteinleitung ohne Komplikation
O08,"Komplikationen nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.0,"Infektion des Genitaltraktes und des Beckens nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.1,"Spätblutung oder verstärkte Blutung nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.2,"Embolie nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.3,"Schock nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.4,"Niereninsuffizienz nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.5,"Stoffwechselstörungen nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.6,"Verletzung von Beckenorganen und -geweben nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.7,"Sonstige Venenkrankheiten als Komplikation nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.8,"Sonstige Komplikationen nach Abort, Extrauteringravidität und Molenschwangerschaft"
O08.9,"Komplikation nach Abort, Extrauteringravidität und Molenschwangerschaft, nicht näher bezeichnet"
O09-O09,Schwangerschaftsdauer
O09,Schwangerschaftsdauer
O09.0,Schwangerschaftsdauer: Weniger als 5 vollendete Wochen
O09.1,Schwangerschaftsdauer: 5 bis 13 vollendete Wochen
O09.2,Schwangerschaftsdauer: 14. Woche bis 19 vollendete Wochen
O09.3,Schwangerschaftsdauer: 20. Woche bis 25 vollendete Wochen
O09.4,Schwangerschaftsdauer: 26. Woche bis 33 vollendete Wochen
O09.5,Schwangerschaftsdauer: 34. Woche bis 36 vollendete Wochen
O09.6,Schwangerschaftsdauer: 37. Woche bis 41 vollendete Wochen
O09.7,Schwangerschaftsdauer: Mehr als 41 vollendete Wochen
O09.9,Schwangerschaftsdauer: Nicht näher bezeichnet
O10-O16,"Ödeme, Proteinurie und Hypertonie während der Schwangerschaft, der Geburt und des Wochenbettes"
O10,"Vorher bestehende Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O10.0,"Vorher bestehende essentielle Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O10.1,"Vorher bestehende hypertensive Herzkrankheit, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O10.2,"Vorher bestehende hypertensive Nierenkrankheit, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O10.3,"Vorher bestehende hypertensive Herz- und Nierenkrankheit, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O10.4,"Vorher bestehende sekundäre Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O10.9,"Nicht näher bezeichnete, vorher bestehende Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert"
O11,Chronische Hypertonie mit aufgepfropfter Präeklampsie
O12,Gestationsödeme und Gestationsproteinurie [schwangerschaftsinduziert] ohne Hypertonie
O12.0,Schwangerschaftsödeme
O12.1,Schwangerschaftsproteinurie
O12.2,Schwangerschaftsödeme mit Proteinurie
O13,Gestationshypertonie [schwangerschaftsinduzierte Hypertonie]
O14,Präeklampsie
O14.0,Leichte bis mäßige Präeklampsie
O14.1,Schwere Präeklampsie
O14.2,HELLP-Syndrom
O14.9,"Präeklampsie, nicht näher bezeichnet"
O15,Eklampsie
O15.0,Eklampsie während der Schwangerschaft
O15.1,Eklampsie unter der Geburt
O15.2,Eklampsie im Wochenbett
O15.9,"Eklampsie, bei der der zeitliche Bezug nicht angegeben ist"
O16,Nicht näher bezeichnete Hypertonie der Mutter
O20-O29,"Sonstige Krankheiten der Mutter, die vorwiegend mit der Schwangerschaft verbunden sind"
O20,Blutung in der Frühschwangerschaft
O20.0,Drohender Abort
O20.8,Sonstige Blutung in der Frühschwangerschaft
O20.9,"Blutung in der Frühschwangerschaft, nicht näher bezeichnet"
O21,Übermäßiges Erbrechen während der Schwangerschaft
O21.0,Leichte Hyperemesis gravidarum
O21.1,Hyperemesis gravidarum mit Stoffwechselstörung
O21.2,Späterbrechen während der Schwangerschaft
O21.8,"Sonstiges Erbrechen, das die Schwangerschaft kompliziert"
O21.9,"Erbrechen während der Schwangerschaft, nicht näher bezeichnet"
O22,Venenkrankheiten und Hämorrhoiden als Komplikationen in der Schwangerschaft
O22.0,Varizen der unteren Extremitäten in der Schwangerschaft
O22.1,Varizen der Genitalorgane in der Schwangerschaft
O22.2,Oberflächliche Thrombophlebitis in der Schwangerschaft
O22.3,Tiefe Venenthrombose in der Schwangerschaft
O22.4,Hämorrhoiden in der Schwangerschaft
O22.5,Hirnvenenthrombose in der Schwangerschaft
O22.8,Sonstige Venenkrankheiten als Komplikation in der Schwangerschaft
O22.9,"Venenkrankheit als Komplikation in der Schwangerschaft, nicht näher bezeichnet"
O23,Infektionen des Urogenitaltraktes in der Schwangerschaft
O23.0,Infektionen der Niere in der Schwangerschaft
O23.1,Infektionen der Harnblase in der Schwangerschaft
O23.2,Infektionen der Urethra in der Schwangerschaft
O23.3,Infektionen von sonstigen Teilen der Harnwege in der Schwangerschaft
O23.4,Nicht näher bezeichnete Infektion der Harnwege in der Schwangerschaft
O23.5,Infektionen des Genitaltraktes in der Schwangerschaft
O23.9,Sonstige und nicht näher bezeichnete Infektion des Urogenitaltraktes in der Schwangerschaft
O24,Diabetes mellitus in der Schwangerschaft
O24.0,"Diabetes mellitus in der Schwangerschaft: Vorher bestehender Diabetes mellitus, Typ 1"
O24.1,"Diabetes mellitus in der Schwangerschaft: Vorher bestehender Diabetes mellitus, Typ 2"
O24.2,Diabetes mellitus in der Schwangerschaft: Vorher bestehender Diabetes mellitus durch Fehl- oder Mangelernährung [Malnutrition]
O24.3,"Diabetes mellitus in der Schwangerschaft: Vorher bestehender Diabetes mellitus, nicht näher bezeichnet"
O24.4,"Diabetes mellitus, während der Schwangerschaft auftretend"
O24.9,"Diabetes mellitus in der Schwangerschaft, nicht näher bezeichnet"
O25,Fehl- und Mangelernährung in der Schwangerschaft
O26,"Betreuung der Mutter bei sonstigen Zuständen, die vorwiegend mit der Schwangerschaft verbunden sind"
O26.0,Übermäßige Gewichtszunahme in der Schwangerschaft
O26.1,Geringe Gewichtszunahme in der Schwangerschaft
O26.2,Schwangerschaftsbetreuung bei Neigung zu habituellem Abort
O26.3,Schwangerschaft bei liegendem Intrauterinpessar
O26.4,Herpes gestationis
O26.5,Hypotonie-Syndrom der Mutter
O26.6,"Leberkrankheiten während der Schwangerschaft, der Geburt und des Wochenbettes"
O26.60,Schwangerschaftscholestase
O26.68,"Sonstige Leberkrankheiten während der Schwangerschaft, der Geburt und des Wochenbettes"
O26.7,"Subluxation der Symphysis (pubica) während der Schwangerschaft, der Geburt und des Wochenbettes"
O26.8,"Sonstige näher bezeichnete Zustände, die mit der Schwangerschaft verbunden sind"
O26.81,"Nierenkrankheit, mit der Schwangerschaft verbunden"
O26.82,Karpaltunnel-Syndrom während der Schwangerschaft
O26.83,Periphere Neuritis während der Schwangerschaft
O26.88,"Sonstige näher bezeichnete Zustände, die mit der Schwangerschaft verbunden sind"
O26.9,"Mit der Schwangerschaft verbundener Zustand, nicht näher bezeichnet"
O28,Abnorme Befunde bei der Screeninguntersuchung der Mutter zur pränatalen Diagnostik
O28.0,Abnormer hämatologischer Befund bei der pränatalen Screeninguntersuchung der Mutter
O28.1,Abnormer biochemischer Befund bei der pränatalen Screeninguntersuchung der Mutter
O28.2,Abnormer zytologischer Befund bei der pränatalen Screeninguntersuchung der Mutter
O28.3,Abnormer Ultraschallbefund bei der pränatalen Screeninguntersuchung der Mutter
O28.4,Abnormer radiologischer Befund bei der pränatalen Screeninguntersuchung der Mutter
O28.5,Abnormer Chromosomen- oder genetischer Befund bei der pränatalen Screeninguntersuchung der Mutter
O28.8,Sonstige abnorme Befunde bei der pränatalen Screeninguntersuchung der Mutter
O28.9,"Anomaler Befund bei der pränatalen Screeninguntersuchung der Mutter, nicht näher bezeichnet"
O29,Komplikationen bei Anästhesie in der Schwangerschaft
O29.0,Pulmonale Komplikationen bei Anästhesie in der Schwangerschaft
O29.1,Kardiale Komplikationen bei Anästhesie in der Schwangerschaft
O29.2,Komplikationen des Zentralnervensystems bei Anästhesie in der Schwangerschaft
O29.3,Toxische Reaktion auf Lokalanästhesie in der Schwangerschaft
O29.4,Kopfschmerzen nach Spinal- oder Periduralanästhesie in der Schwangerschaft
O29.5,Sonstige Komplikationen nach Spinal- oder Periduralanästhesie in der Schwangerschaft
O29.6,Misslingen oder Schwierigkeiten bei der Intubation in der Schwangerschaft
O29.8,Sonstige Komplikationen bei Anästhesie in der Schwangerschaft
O29.9,"Komplikation bei Anästhesie in der Schwangerschaft, nicht näher bezeichnet"
O30-O48,Betreuung der Mutter im Hinblick auf den Fetus und die Amnionhöhle sowie mögliche Entbindungskomplikationen
O30,Mehrlingsschwangerschaft
O30.0,Zwillingsschwangerschaft
O30.1,Drillingsschwangerschaft
O30.2,Vierlingsschwangerschaft
O30.8,Sonstige Mehrlingsschwangerschaft
O30.9,"Mehrlingsschwangerschaft, nicht näher bezeichnet"
O31,"Komplikationen, die für eine Mehrlingsschwangerschaft spezifisch sind"
O31.0,Fetus papyraceus
O31.1,Fortbestehen der Schwangerschaft nach Fehlgeburt eines oder mehrerer Feten
O31.2,Fortbestehen der Schwangerschaft nach intrauterinem Absterben eines oder mehrerer Feten
O31.8,"Sonstige Komplikationen, die für eine Mehrlingsschwangerschaft spezifisch sind"
O32,Betreuung der Mutter bei festgestellter oder vermuteter Lage- und Einstellungsanomalie des Fetus
O32.0,Betreuung der Mutter wegen wechselnder Kindslage
O32.1,Betreuung der Mutter wegen Beckenendlage
O32.2,Betreuung der Mutter bei Quer- und Schräglage
O32.3,"Betreuung der Mutter bei Gesichts-, Stirn- und Kinnlage"
O32.4,Betreuung der Mutter bei Nichteintreten des Kopfes zum Termin
O32.5,Betreuung der Mutter bei Mehrlingsschwangerschaft mit Lage- und Einstellungsanomalie eines oder mehrerer Feten
O32.6,Betreuung der Mutter bei kombinierten Lage- und Einstellungsanomalien
O32.8,Betreuung der Mutter bei sonstigen Lage- und Einstellungsanomalien des Fetus
O32.9,"Betreuung der Mutter bei Lage- und Einstellungsanomalie des Fetus, nicht näher bezeichnet"
O33,Betreuung der Mutter bei festgestelltem oder vermutetem Missverhältnis zwischen Fetus und Becken
O33.0,Betreuung der Mutter bei Missverhältnis durch Deformität des mütterlichen knöchernen Beckens
O33.1,Betreuung der Mutter bei Missverhältnis durch allgemein verengtes Becken
O33.2,Betreuung der Mutter bei Missverhältnis durch Beckeneingangsverengung
O33.3,Betreuung der Mutter bei Missverhältnis durch Beckenausgangsverengung
O33.4,Betreuung der Mutter wegen Missverhältnis bei kombinierter mütterlicher und fetaler Ursache
O33.5,Betreuung der Mutter bei Missverhältnis durch ungewöhnlich großen Fetus
O33.6,Betreuung der Mutter bei Missverhältnis durch Hydrozephalus des Fetus
O33.7,Betreuung der Mutter bei Missverhältnis durch sonstige Deformitäten des Fetus
O33.8,Betreuung der Mutter bei Missverhältnis sonstigen Ursprungs
O33.9,"Betreuung der Mutter bei Missverhältnis, nicht näher bezeichnet"
O34,Betreuung der Mutter bei festgestellter oder vermuteter Anomalie der Beckenorgane
O34.0,Betreuung der Mutter bei angeborener Fehlbildung des Uterus
O34.1,Betreuung der Mutter bei Tumor des Corpus uteri
O34.2,Betreuung der Mutter bei Uterusnarbe durch vorangegangenen chirurgischen Eingriff
O34.3,Betreuung der Mutter bei Zervixinsuffizienz
O34.30,Betreuung der Mutter bei vaginalsonographisch dokumentierter Zervixlänge unter 10 mm oder Trichterbildung
O34.31,Betreuung der Mutter bei Fruchtblasenprolaps
O34.38,Betreuung der Mutter bei sonstiger Zervixinsuffizienz
O34.39,"Betreuung der Mutter bei Zervixinsuffizienz, nicht näher bezeichnet"
O34.4,Betreuung der Mutter bei sonstigen Anomalien der Cervix uteri
O34.5,Betreuung der Mutter bei sonstigen Anomalien des graviden Uterus
O34.6,Betreuung der Mutter bei Anomalie der Vagina
O34.7,Betreuung der Mutter bei Anomalie der Vulva und des Perineums
O34.8,Betreuung der Mutter bei sonstigen Anomalien der Beckenorgane
O34.9,"Betreuung der Mutter bei Anomalie der Beckenorgane, nicht näher bezeichnet"
O35,Betreuung der Mutter bei festgestellter oder vermuteter Anomalie oder Schädigung des Fetus
O35.0,Betreuung der Mutter bei (Verdacht auf) Fehlbildung des Zentralnervensystems beim Fetus
O35.1,Betreuung der Mutter bei (Verdacht auf) Chromosomenanomalie beim Fetus
O35.2,Betreuung der Mutter bei (Verdacht auf) hereditäre Krankheit beim Fetus
O35.3,Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Viruskrankheit der Mutter
O35.4,Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Alkohol
O35.5,Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Arzneimittel oder Drogen
O35.6,Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch Strahleneinwirkung
O35.7,Betreuung der Mutter bei (Verdacht auf) Schädigung des Fetus durch sonstige medizinische Maßnahmen
O35.8,Betreuung der Mutter bei (Verdacht auf) sonstige Anomalie oder Schädigung des Fetus
O35.9,"Betreuung der Mutter bei (Verdacht auf) Anomalie oder Schädigung des Fetus, nicht näher bezeichnet"
O36,Betreuung der Mutter wegen sonstiger festgestellter oder vermuteter Komplikationen beim Fetus
O36.0,Betreuung der Mutter wegen Rhesus-Isoimmunisierung
O36.1,Betreuung der Mutter wegen sonstiger Isoimmunisierung
O36.2,Betreuung der Mutter wegen Hydrops fetalis
O36.3,Betreuung der Mutter wegen Anzeichen für fetale Hypoxie
O36.4,Betreuung der Mutter wegen intrauterinen Fruchttodes
O36.5,Betreuung der Mutter wegen fetaler Wachstumsretardierung
O36.6,Betreuung der Mutter wegen fetaler Hypertrophie
O36.7,Betreuung der Mutter wegen eines lebensfähigen Fetus bei Abdominalgravidität
O36.8,Betreuung der Mutter wegen sonstiger näher bezeichneter Komplikationen beim Fetus
O36.9,"Betreuung der Mutter wegen Komplikation beim Fetus, nicht näher bezeichnet"
O40,Polyhydramnion
O41,Sonstige Veränderungen des Fruchtwassers und der Eihäute
O41.0,Oligohydramnion
O41.1,Infektion der Fruchtblase und der Eihäute
O41.8,Sonstige näher bezeichnete Veränderungen des Fruchtwassers und der Eihäute
O41.9,"Veränderung des Fruchtwassers und der Eihäute, nicht näher bezeichnet"
O42,Vorzeitiger Blasensprung
O42.0,"Vorzeitiger Blasensprung, Wehenbeginn innerhalb von 24 Stunden"
O42.1,"Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von 24 Stunden"
O42.11,"Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von 1 bis 7 Tagen"
O42.12,"Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von mehr als 7 Tagen"
O42.2,"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie"
O42.20,"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn innerhalb von 24 Stunden"
O42.21,"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn nach Ablauf von 1 bis 7 Tagen"
O42.22,"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn nach Ablauf von mehr als 7 Tagen"
O42.29,"Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, ohne Angabe des Wehenbeginns"
O42.9,"Vorzeitiger Blasensprung, nicht näher bezeichnet"
O43,Pathologische Zustände der Plazenta
O43.0,Transplazentare Transfusionssyndrome
O43.1,Fehlbildung der Plazenta
O43.2,Krankhaft anhaftende Plazenta
O43.20,Placenta accreta
O43.21,Placenta increta oder percreta
O43.8,Sonstige pathologische Zustände der Plazenta
O43.9,"Pathologischer Zustand der Plazenta, nicht näher bezeichnet"
O44,Placenta praevia
O44.0,Placenta praevia und tiefer Sitz der Plazenta ohne (aktuelle) Blutung
O44.00,Tiefer Sitz der Plazenta ohne (aktuelle) Blutung
O44.01,Placenta praevia ohne (aktuelle) Blutung
O44.1,Placenta praevia und tiefer Sitz der Plazenta mit aktueller Blutung
O44.10,Tiefer Sitz der Plazenta mit aktueller Blutung
O44.11,Placenta praevia mit aktueller Blutung
O45,Vorzeitige Plazentalösung [Abruptio placentae]
O45.0,Vorzeitige Plazentalösung bei Gerinnungsstörung
O45.8,Sonstige vorzeitige Plazentalösung
O45.9,"Vorzeitige Plazentalösung, nicht näher bezeichnet"
O46,"Präpartale Blutung, anderenorts nicht klassifiziert"
O46.0,Präpartale Blutung bei Gerinnungsstörung
O46.8,Sonstige präpartale Blutung
O46.9,"Präpartale Blutung, nicht näher bezeichnet"
O47,Frustrane Kontraktionen [Unnütze Wehen]
O47.0,Frustrane Kontraktionen vor 37 vollendeten Schwangerschaftswochen
O47.1,Frustrane Kontraktionen ab 37 oder mehr vollendeten Schwangerschaftswochen
O47.9,"Frustrane Kontraktionen, nicht näher bezeichnet"
O48,Übertragene Schwangerschaft
O60-O75,Komplikationen bei Wehentätigkeit und Entbindung
O60,Vorzeitige Wehen und Entbindung
O60.0,Vorzeitige Wehen ohne Entbindung
O60.1,Vorzeitige spontane Wehen mit vorzeitiger Entbindung
O60.2,Vorzeitige Wehen mit termingerechter Entbindung
O60.3,Vorzeitige Entbindung ohne spontane Wehen
O61,Misslungene Geburtseinleitung
O61.0,Misslungene medikamentöse Geburtseinleitung
O61.1,Misslungene instrumentelle Geburtseinleitung
O61.8,Sonstige misslungene Geburtseinleitung
O61.9,"Misslungene Geburtseinleitung, nicht näher bezeichnet"
O62,Abnorme Wehentätigkeit
O62.0,Primäre Wehenschwäche
O62.1,Sekundäre Wehenschwäche
O62.2,Sonstige Wehenschwäche
O62.3,Überstürzte Geburt
O62.4,"Hypertone, unkoordinierte und anhaltende Uteruskontraktionen"
O62.8,Sonstige abnorme Wehentätigkeit
O62.9,"Abnorme Wehentätigkeit, nicht näher bezeichnet"
O63,Protrahierte Geburt
O63.0,Protrahiert verlaufende Eröffnungsperiode (bei der Geburt)
O63.1,Protrahiert verlaufende Austreibungsperiode (bei der Geburt)
O63.2,"Protrahierte Geburt des zweiten Zwillings, Drillings usw."
O63.9,"Protrahierte Geburt, nicht näher bezeichnet"
O64,"Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien des Fetus"
O64.0,Geburtshindernis durch unvollständige Drehung des kindlichen Kopfes
O64.1,Geburtshindernis durch Beckenendlage
O64.2,Geburtshindernis durch Gesichtslage
O64.3,Geburtshindernis durch Stirnlage
O64.4,Geburtshindernis durch Querlage
O64.5,Geburtshindernis durch kombinierte Einstellungsanomalien
O64.8,"Geburtshindernis durch sonstige Lage-, Haltungs- und Einstellungsanomalien"
O64.9,"Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien, nicht näher bezeichnet"
O65,Geburtshindernis durch Anomalie des mütterlichen Beckens
O65.0,Geburtshindernis durch Beckendeformität
O65.1,Geburtshindernis durch allgemein verengtes Becken
O65.2,Geburtshindernis durch Beckeneingangsverengung
O65.3,Geburtshindernis durch Beckenausgangsverengung und Verengung in Beckenmitte
O65.4,"Geburtshindernis durch Missverhältnis zwischen Fetus und Becken, nicht näher bezeichnet"
O65.5,Geburtshindernis durch Anomalie der mütterlichen Beckenorgane
O65.8,Geburtshindernis durch sonstige Anomalien des mütterlichen Beckens
O65.9,"Geburtshindernis durch Anomalie des mütterlichen Beckens, nicht näher bezeichnet"
O66,Sonstiges Geburtshindernis
O66.0,Geburtshindernis durch Schulterdystokie
O66.1,Geburtshindernis durch verhakte Zwillinge
O66.2,Geburtshindernis durch ungewöhnlich großen Fetus
O66.3,Geburtshindernis durch sonstige Anomalien des Fetus
O66.4,"Misslungener Versuch der Geburtsbeendigung, nicht näher bezeichnet"
O66.5,"Misslungener Versuch einer Vakuum- oder Zangenextraktion, nicht näher bezeichnet"
O66.8,Sonstiges näher bezeichnetes Geburtshindernis
O66.9,"Geburtshindernis, nicht näher bezeichnet"
O67,"Komplikationen bei Wehen und Entbindung durch intrapartale Blutung, anderenorts nicht klassifiziert"
O67.0,Intrapartale Blutung bei Gerinnungsstörung
O67.8,Sonstige intrapartale Blutung
O67.9,"Intrapartale Blutung, nicht näher bezeichnet"
O68,Komplikationen bei Wehen und Entbindung durch fetalen Distress [fetal distress] [fetaler Gefahrenzustand]
O68.0,Komplikationen bei Wehen und Entbindung durch abnorme fetale Herzfrequenz
O68.1,Komplikationen bei Wehen und Entbindung durch Mekonium im Fruchtwasser
O68.2,Komplikationen bei Wehen und Entbindung durch abnorme fetale Herzfrequenz mit Mekonium im Fruchtwasser
O68.3,"Komplikationen bei Wehen und Entbindung durch fetalen Distress, biochemisch nachgewiesen"
O68.8,"Komplikationen bei Wehen und Entbindung durch fetalen Distress, mittels anderer Untersuchungsmethoden nachgewiesen"
O68.9,"Komplikation bei Wehen und Entbindung durch fetalen Distress, nicht näher bezeichnet"
O69,Komplikationen bei Wehen und Entbindung durch Nabelschnurkomplikationen
O69.0,Komplikationen bei Wehen und Entbindung durch Nabelschnurvorfall
O69.1,Komplikationen bei Wehen und Entbindung durch Nabelschnurumschlingung des Halses mit Kompression der Nabelschnur
O69.2,"Komplikationen bei Wehen und Entbindung durch sonstige Nabelschnurverschlingung, mit Kompression"
